Snapshot_Date,Report_Month,Subject_Community_ID,Source_Property_Name,Is_Subject_Property,Distance,Year_Built,Total_Units,Exposure_Pct,Leased_Pct,Preleased_Pct,Applications_Last_7_Days,Applications_Last_30_Days,Concessions,Concession_Pct,Total_Available_Units,Total_Leased_Units,Vacant_Units,Asking_Rent,Asking_Rent_PSF,Effective_Rent,Effective_Rent_PSF,Avg_SqFt,Source_File_Name
2026-04-30,2026-04-01,BAY,Steele Creek,No,1768,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,1680.78947368,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,1550,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,1529.52542373,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,1410.85826772,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,1322.53846154,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,1054.28571429,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,1041.94444444,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Effective Rent / Sq Ft,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Effective Rent / Sq Ft,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,2.58333333333,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,2.18196895056,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,2.08776163248,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,1.89033042773,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,1.88316097028,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,1.8773086531,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,1.79632129598,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,1.75205628778,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,1.73657407407,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,1.68685714286,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,1.61732752059,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,1.46636346409,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,1.36185560787,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,1.34217552187,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Sq Ft,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Sq Ft,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,1319.25,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,1204.25,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,1123.11864407,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,1096.22222222,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,1009.1,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,985.369230769,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,976.76,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,957.638888889,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,953.15,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,935.684210526,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,749.196850394,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,625,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,600,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,600,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Concessions,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Concessions,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,3986.11023622,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,3765.69230769,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,3326,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,2260.55555556,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,2167.91666667,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,1675.5,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,1150,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,1038.22222222,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,832.384615385,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,757.4,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,666.87962963,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Concession %,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Concession %,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,0.191807609503,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,0.190583101442,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,0.15340450682,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,0.0853427895981,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,0.0833128532809,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0.0832298136646,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,0.0767029027408,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,0.0766541945648,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,0.037119433115,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,0.0344074276352,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,0.0262800637623,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Total Avail. Units,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Total Avail. Units,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,127,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,108,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,65,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,59,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,38,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,25,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,20,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,20,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,18,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,13,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,12,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,9,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,7,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,3,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Exposure %,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Exposure %,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,0.373529411765,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,0.308571428571,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,0.210714285714,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,0.196374622356,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,0.160714285714,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,0.111111111111,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,0.0675675675676,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,0.0666666666667,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,0.0621118012422,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,0.06,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0.0364583333333,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,0.0338541666667,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,0.031914893617,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,0.03,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Leased %,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Leased %,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,0.973333333333,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,0.966145833333,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,0.965838509317,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0.963541666667,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,0.963333333333,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,0.96,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,0.946808510638,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,0.926900584795,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,0.894594594595,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,0.866071428571,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,0.837142857143,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,0.810714285714,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,0.752265861027,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,0.620588235294,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Applications Last 7 Days,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Applications Last 7 Days,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,23,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,13,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,13,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,10,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,10,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,7,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,6,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,4,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,4,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,4,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,3,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,2,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,1,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Applications Last 30 Days,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Applications Last 30 Days,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,70,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,42,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,41,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,38,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,28,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,24,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,24,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,23,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,15,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,14,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,10,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,7,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,6,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Total Leased Units,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Property,No,Total Leased Units,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,RISE Baymeadows,Yes,3,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Pinnacle,No,2,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Woodside at Seven Pines,No,1,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Steele Creek,No,1,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Avere Southside Quarter,No,1,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Fusion,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Elevate Baymeadows,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Olympus Preserve at Town Center,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,WaterWalk Jacksonville - All bills paid - ...,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Haven 8181,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,AVIA Lofts on Liberty Ridge,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,The Maggie Flats,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,JTB Apartments,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Artea,No,0,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
2026-04-30,2026-04-01,BAY,Vacant Units,No,,,,,,,,,,,,,,,,,,,2026_04_30_15_23_RISE_Baymeadows_Market.xlsx
